station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
King George V,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,13,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,133,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,967
King's Cross St. Pancras,0,0,14,162,154,0,4,1,0,744,47,8,18,496,27,1074,368,30,2,30,15,0,0,3,61,46,74,173,27,0,493,64,5,10,0,18,7,0,44,0,19,0,0,0,2,6,0,0,123,0,0,0,290,165,304,86,112,0,3,0,0,2,57,604,219,1,0,1,0,12,2,21,0,0,16,15,0,2,16,6,221,0,0,1,0,0,0,0,3,5,0,0,4,0,0,0,10,23,7,68,14,17,14,0,15,2,6,181,0,97,2,0,258,0,0,2,1884,863,1,1055,18,56,0,150,0,0,39,0,4,0,65,26,6,348,0,0,1,442,506,6,0,27,0,0,0,0,2,109,42,0,10,17,0,0,7,14,0,4,0,3,3,7,18,0,6,62,0,712,17,2,1153,31,86,0,0,2,4,4,2,0,63,1,0,0,0,25,9,0,25,106,0,5,6,27,0,16,0,0,7,121,33,36,43,0,18,317,0,13,0,13,0,0,990,400,0,0,3,21,32,0,154,152,0,150,47,7,2,576,8,230,0,8,0,0,3,22,3,44,2,3,6,4,10,4,3,0,74,4,471,3,39,1105,326,9,26,0,0,4,377,80,2,11,0,0,4,0,0,21,35,0,3,37,17,3,0,2,113,22,3,1,0,0,0,23,0,2,1,2,754,0,101,0,0,89,7,0,0,112,4,0,5,0,2,171,2,0,2,0,8,5,0,10,8,172,0,215,86,334,8,0,5,0,33,22,0,8,265,0,0,2,2,0,50,0,147,0,1,10,25,632,35,3,0,151,21,0,13,17,4,2,4,0,13,11,156,424,36,0,0,4,0,0,1082,29,383,3,0,0,10,33,5,57,0,2,43,74,1,0,17,1,0,26,0,279,51,0,226,12,38,27,5,26,21,0,4,0,7,0,28308
Kingsbury,0,0,5,15,15,0,0,1,0,18,5,2,1,39,7,92,19,8,0,7,3,0,0,0,0,7,9,21,7,0,44,8,0,2,0,3,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,14,27,55,18,10,0,18,0,0,1,0,30,17,1,0,0,0,0,2,5,0,0,3,3,0,1,0,2,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,9,0,13,4,0,3,0,4,3,0,20,0,13,1,0,22,0,0,0,33,22,0,43,0,18,0,14,0,0,9,0,1,0,11,0,1,0,0,0,0,20,49,0,0,11,0,0,0,0,1,27,0,0,0,0,0,0,0,24,0,2,0,0,0,3,0,0,0,12,0,45,0,2,41,6,5,0,0,0,2,2,1,0,7,2,0,0,0,4,0,0,6,8,0,0,3,14,0,0,0,60,0,16,6,4,6,0,4,21,0,3,0,3,0,0,76,43,0,0,0,4,4,0,16,16,0,14,7,0,2,39,2,0,0,12,0,0,1,7,0,9,2,0,2,0,19,5,3,0,13,0,28,0,6,78,43,0,6,0,0,0,29,12,2,2,0,0,10,0,0,5,7,0,44,6,5,4,0,1,12,10,3,0,0,0,0,4,0,2,0,3,13,0,16,0,0,21,2,0,0,17,0,0,2,0,0,27,0,0,0,0,2,2,0,3,2,20,0,25,17,25,0,0,19,0,4,4,0,0,55,0,0,2,0,0,13,0,15,0,0,3,7,38,7,0,0,15,2,0,4,3,0,0,1,0,3,10,27,54,10,0,0,0,0,0,35,4,40,3,0,0,0,117,0,12,0,0,8,29,2,0,4,0,0,5,0,29,13,0,26,9,15,8,0,5,5,0,0,0,0,0,2729
Knightsbridge,0,0,1,4,4,0,0,0,0,5,1,0,0,14,2,32,5,1,0,4,1,0,0,0,2,2,2,9,1,0,32,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,5,7,12,4,4,0,0,0,0,0,1,14,12,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,1,1,1,0,1,0,0,6,0,5,0,0,15,0,0,0,15,6,0,11,1,2,0,3,0,0,5,0,0,0,14,1,0,8,0,0,0,6,79,0,0,2,0,0,0,0,0,12,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,10,1,0,22,3,1,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,3,2,0,0,0,1,0,1,0,20,0,0,1,2,2,0,1,16,0,0,0,1,0,0,23,17,0,0,0,1,1,0,6,9,0,4,2,0,0,11,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,7,0,2,60,11,1,3,0,0,0,28,7,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,6,0,3,0,0,7,0,0,0,16,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,10,0,16,3,10,1,0,0,0,1,2,0,0,9,0,0,0,0,0,2,0,8,0,0,1,1,23,1,0,0,5,1,0,1,0,0,0,0,0,1,1,12,44,1,0,0,0,0,0,18,1,22,0,0,0,1,1,0,8,0,0,2,3,0,0,2,0,0,1,0,22,4,0,7,0,2,2,0,1,1,0,0,0,0,0,1109
Ladbroke Grove,0,0,6,10,10,0,1,0,0,15,4,1,1,50,4,66,15,4,0,16,4,0,0,0,4,4,6,16,3,0,44,5,2,1,0,2,1,0,6,0,2,0,0,0,0,1,0,0,4,0,0,0,11,17,33,10,7,0,1,0,0,0,3,24,15,0,0,0,0,6,0,3,0,0,2,2,0,0,2,1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,8,3,21,3,2,2,0,4,0,1,37,0,10,0,0,19,0,0,0,0,22,0,34,2,8,0,9,0,0,11,0,1,0,14,2,7,14,0,0,0,23,44,1,0,13,0,0,0,0,0,88,3,0,2,0,0,0,1,3,0,1,0,1,1,2,2,0,1,15,0,31,1,0,35,0,4,0,0,0,1,1,1,0,6,0,0,0,0,3,0,0,0,6,0,0,2,4,0,4,0,55,1,13,0,3,0,0,65,18,0,2,0,2,0,0,55,31,0,0,0,6,2,0,11,15,0,21,4,0,0,29,1,7,0,1,0,0,0,5,1,5,0,0,2,1,2,1,0,0,19,0,21,1,4,78,115,0,7,0,0,1,27,9,0,1,0,0,1,0,0,6,8,0,1,7,12,1,0,0,13,8,1,0,0,0,0,17,0,0,0,0,11,0,9,0,0,22,10,0,0,15,1,0,2,0,1,29,0,0,0,0,0,1,0,3,1,15,0,20,11,19,5,0,1,0,3,3,0,2,29,0,0,1,1,0,7,0,12,0,0,2,4,35,4,0,0,11,1,0,7,2,1,0,0,0,2,2,19,44,4,0,0,0,0,0,31,9,32,1,0,0,2,6,1,17,0,0,5,11,0,0,8,0,0,60,0,24,0,0,17,2,8,7,1,3,42,0,1,0,1,0,2371
Lambeth North,0,0,1,6,6,0,0,0,0,5,1,0,0,9,2,55,7,1,0,1,0,0,0,0,1,3,3,13,1,0,16,9,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,4,10,14,4,6,0,0,0,0,0,1,13,18,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,4,0,31,0,0,31,0,0,0,11,0,0,13,1,2,0,2,0,0,2,0,0,0,3,1,0,7,0,0,0,0,27,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,0,0,21,1,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,2,0,0,0,1,0,0,0,17,0,6,1,0,1,0,1,16,0,0,0,1,0,0,34,37,0,0,0,1,1,0,8,5,0,3,2,0,0,17,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,10,0,5,34,8,0,1,0,0,0,21,5,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,3,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,34,0,24,2,11,0,0,0,0,1,2,0,0,10,0,0,0,0,0,1,0,13,0,0,1,2,22,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,33,1,0,0,0,0,0,13,1,159,0,0,0,0,1,0,3,0,0,2,2,0,0,1,0,0,1,0,39,2,0,8,0,1,0,0,1,1,0,0,0,0,0,1104
Lancaster Gate,0,0,4,15,14,0,0,0,0,21,5,1,1,62,5,109,19,5,0,0,9,0,0,0,6,7,8,28,3,0,173,8,0,1,0,2,1,0,9,0,2,0,0,0,0,1,0,0,6,0,0,0,20,24,43,13,0,0,1,0,0,0,5,47,31,0,0,0,0,0,0,4,0,0,3,3,0,0,2,1,21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,7,0,32,5,2,2,0,5,0,1,25,0,16,0,0,38,0,0,0,58,0,0,44,3,9,0,11,0,0,15,0,1,0,29,3,0,29,0,0,0,0,119,2,0,0,0,0,0,0,0,39,5,0,3,0,0,0,0,3,0,0,0,1,1,2,3,0,1,45,0,39,2,0,73,25,5,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,10,0,0,2,4,0,0,0,79,1,27,0,6,0,0,0,39,0,2,0,2,0,0,78,50,0,0,1,0,3,0,0,114,0,20,6,1,0,39,2,12,0,1,0,0,1,8,0,7,0,0,0,1,2,0,0,0,82,1,27,0,6,227,67,0,9,0,0,1,62,17,0,1,0,0,1,0,0,7,6,0,1,69,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,20,0,11,0,0,54,0,0,0,25,1,0,0,0,0,53,0,0,0,0,0,1,0,3,1,27,0,39,13,33,0,0,1,0,4,4,0,0,34,0,0,0,0,0,8,0,23,0,0,2,5,83,4,0,0,17,2,0,0,2,1,0,1,0,2,2,33,95,5,0,0,1,0,0,70,6,59,0,0,0,3,6,1,25,0,0,6,12,0,0,7,0,0,0,0,50,24,0,23,2,0,7,0,3,0,0,1,0,1,0,3514
Langdon Park,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,9,3,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,208,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,13,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1469
Latimer Road,0,0,3,4,4,0,1,0,0,5,1,0,0,16,1,24,5,1,0,8,1,0,0,0,1,2,2,6,1,0,15,2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,4,6,12,4,3,0,0,0,0,0,1,8,5,0,0,0,0,3,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,9,1,1,1,0,2,0,0,12,0,3,0,0,6,0,0,0,0,8,0,12,1,3,0,3,0,0,5,0,0,0,6,1,4,0,0,0,0,8,15,1,0,5,0,0,0,0,0,44,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,6,0,11,1,0,12,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,19,0,5,41,1,0,0,0,6,0,1,0,1,0,0,20,11,0,0,0,2,1,0,4,5,0,0,2,0,0,10,0,0,0,1,0,0,0,2,0,2,0,0,1,0,1,0,0,0,6,0,8,0,2,27,34,0,3,0,0,0,9,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,7,0,0,6,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,5,0,7,4,7,2,0,0,0,1,1,0,0,11,0,0,0,0,0,2,0,4,0,0,1,1,12,1,0,0,4,0,0,3,1,0,0,0,0,1,1,7,16,2,0,0,0,0,0,11,0,11,0,0,0,0,2,0,7,0,0,2,4,0,0,3,0,0,11,0,8,0,0,6,1,0,3,0,1,40,0,0,0,0,0,849
Leicester Square,0,0,0,3,3,0,0,0,0,4,1,0,0,9,1,27,3,1,0,1,0,0,0,0,1,1,1,9,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,7,2,3,0,0,0,0,0,1,20,46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,4,0,0,32,0,0,0,14,5,0,9,0,1,0,2,0,0,1,0,0,0,2,0,0,14,0,0,0,4,44,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,45,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,20,0,6,1,2,1,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,5,5,0,3,1,0,0,9,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,2,54,6,0,1,0,0,0,98,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,13,2,10,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,10,0,0,0,1,75,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,22,1,0,0,0,0,0,19,1,28,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0,0,1,0,20,1,0,4,0,1,1,0,0,0,0,0,0,0,0,968
Lewisham,16,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,14,5,0,0,0,0,0,0,44,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,35,304,27,0,0,0,0,0,0,415,34,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,94,0,0,0,0,0,0,0,128,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,83,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,786,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,35,0,0,36,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870
Leyton,0,0,6,53,66,0,2,0,0,43,10,4,3,53,14,307,57,47,4,11,0,0,0,4,11,23,52,58,0,0,69,23,3,4,0,24,2,0,20,0,34,0,0,0,4,2,0,0,11,0,0,0,28,106,325,171,34,0,2,0,0,0,8,71,34,0,0,2,0,5,0,10,0,0,7,7,0,0,6,4,24,0,0,0,0,0,0,0,4,7,0,0,7,0,0,0,4,11,3,21,5,5,26,0,6,1,3,27,0,35,2,0,47,0,0,3,66,37,3,118,6,13,0,38,0,0,14,0,13,0,19,7,0,30,0,0,1,31,86,3,0,12,0,0,0,0,4,41,9,0,4,6,0,0,3,7,0,3,0,2,2,4,6,0,3,18,0,131,4,1,89,9,11,0,0,3,2,2,1,0,13,0,0,0,0,9,0,0,0,16,0,0,3,9,0,4,0,122,3,27,9,10,9,0,5,40,0,0,0,136,0,0,282,132,0,0,7,5,10,0,49,26,0,19,65,3,0,132,5,16,0,3,0,0,8,9,0,61,1,1,3,2,5,2,0,0,19,2,85,2,15,129,58,0,9,0,0,2,55,23,0,26,0,0,2,0,0,8,9,0,2,9,7,1,0,8,16,11,0,2,0,0,0,5,0,0,0,0,27,0,41,0,0,27,0,0,0,31,23,0,2,0,0,46,0,0,1,0,5,21,0,5,4,52,0,52,16,72,0,0,3,0,31,9,0,3,1404,0,0,0,1,0,11,0,37,0,1,5,14,73,0,1,0,60,4,0,5,6,5,3,5,0,27,6,49,99,0,0,0,19,0,0,65,6,92,0,0,0,4,14,2,19,0,0,119,21,0,0,6,1,0,6,0,62,17,0,141,4,13,13,2,11,0,0,13,0,3,0,7653
Leyton Midland Road,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,5,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,130,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,13,0,0,20,0,0,0,0,0,0,12,0,0,849
