station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Manor Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763
Mansion House,0,0,0,5,5,0,0,0,0,3,1,0,0,3,1,95,6,1,0,1,0,0,0,0,1,2,2,18,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,6,3,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,0,6,0,0,0,4,2,0,11,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,4,0,0,0,0,0,0,36,20,0,0,0,0,0,0,0,2,0,1,1,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,1,11,3,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,1,0,7,0,0,0,1,6,1,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,5,0,9,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,7,0,0,7,0,1,1,0,0,0,0,0,0,0,0,495
Marble Arch,0,0,2,8,8,0,1,0,0,11,3,1,1,33,3,59,10,3,0,4,2,0,0,0,3,4,4,15,2,0,131,5,1,1,0,1,1,0,5,0,1,0,0,0,0,1,0,0,3,0,0,0,10,14,15,8,0,0,0,0,0,0,3,25,17,0,0,0,0,2,0,2,0,0,2,2,0,0,2,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,9,2,1,1,0,2,0,1,13,0,9,0,0,20,0,0,0,31,0,0,24,2,5,0,6,0,0,5,0,0,0,8,2,0,16,0,0,0,14,67,1,0,4,0,0,0,0,0,15,3,0,1,2,0,0,1,2,0,1,0,0,0,1,2,0,1,11,0,21,1,0,39,5,3,0,0,0,1,1,0,0,8,0,0,0,0,2,1,0,4,5,0,0,1,3,0,1,0,42,1,14,3,3,12,0,2,21,0,1,0,1,0,0,43,27,0,0,0,2,2,0,0,0,0,11,3,1,0,21,1,7,0,1,0,0,0,3,0,4,0,0,1,1,1,1,0,0,14,0,15,0,4,139,26,0,3,0,0,1,34,9,0,1,0,0,0,0,0,3,3,0,0,8,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,15,0,0,0,13,0,0,1,0,0,20,0,0,0,0,1,1,0,1,1,14,0,20,7,18,1,0,1,0,2,2,0,1,21,0,0,0,0,0,4,0,12,0,0,1,3,45,2,0,0,9,1,0,2,1,0,0,0,0,1,1,18,50,3,0,0,0,0,0,38,2,31,0,0,0,1,4,1,8,0,0,4,7,0,0,2,0,0,2,0,26,8,0,13,1,4,4,1,2,0,0,0,0,1,0,1801
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
Marylebone,0,0,7,27,27,0,0,0,0,45,9,2,3,443,10,178,40,11,1,12,8,0,0,1,10,12,15,43,8,0,161,14,3,3,0,4,2,0,15,0,5,0,0,0,1,2,0,0,12,0,0,0,31,44,49,26,20,0,2,0,0,0,8,69,44,0,0,0,0,6,0,7,0,0,5,5,0,1,5,3,29,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,4,11,3,27,6,4,5,0,7,1,2,220,0,26,1,0,55,0,0,1,85,88,1,97,5,24,0,25,0,0,16,0,1,0,24,6,3,41,0,0,0,108,140,3,0,13,0,0,0,0,1,52,8,0,5,7,0,0,3,7,0,2,0,1,2,4,5,0,2,29,0,85,4,0,104,14,11,0,0,1,2,2,1,0,18,0,0,0,0,7,4,0,0,16,0,2,3,11,0,8,0,180,3,36,17,9,14,0,9,55,0,4,0,4,0,0,147,82,0,0,1,11,6,0,31,50,0,0,11,2,0,77,3,19,0,4,0,0,1,10,0,13,1,2,3,2,5,2,1,0,35,1,58,2,11,284,242,0,11,0,0,2,84,25,1,3,0,0,2,0,0,9,15,0,2,13,8,1,0,1,63,11,0,0,0,0,0,14,0,0,0,0,34,0,24,0,0,41,3,0,0,35,1,0,2,0,0,54,1,0,0,0,3,2,0,5,2,43,0,54,39,52,4,0,2,0,7,7,0,3,74,0,0,0,0,0,21,0,34,0,0,4,10,112,9,1,0,28,4,0,6,4,2,0,1,0,4,5,51,126,11,0,0,1,0,0,97,17,89,0,0,0,5,15,2,23,0,0,12,31,0,0,7,0,0,14,0,67,23,0,45,5,16,12,2,7,11,0,2,0,2,0,6110
Mile End,0,0,7,68,97,0,2,1,0,49,10,3,3,56,15,386,68,35,2,11,0,0,0,3,11,27,94,69,14,0,76,27,3,4,0,92,2,0,21,0,50,0,0,0,2,3,0,0,12,0,0,0,30,132,142,115,42,0,2,0,0,1,8,82,39,1,0,1,0,6,2,11,0,0,8,8,0,1,7,4,27,0,0,1,0,0,0,0,4,6,0,0,4,0,0,0,4,12,3,23,6,5,18,0,7,1,3,28,0,40,2,0,54,0,0,2,72,40,1,140,7,14,0,29,0,0,15,0,4,0,20,8,2,33,0,0,1,34,94,3,0,13,0,0,0,0,2,44,10,0,5,6,0,0,4,7,0,3,0,2,2,5,7,0,3,20,0,99,5,1,101,9,10,0,0,2,2,3,1,0,14,0,0,0,0,10,3,0,0,17,0,0,3,8,0,4,0,134,3,29,9,11,10,0,5,44,0,17,0,16,0,0,367,158,0,0,3,5,8,0,59,28,0,20,0,3,1,167,5,17,0,3,0,0,4,10,0,43,1,2,3,2,5,3,2,0,21,2,102,2,16,143,61,0,10,0,0,2,61,24,1,17,0,0,2,0,0,9,9,0,2,10,7,1,0,2,18,12,2,1,0,0,0,5,0,1,1,1,30,0,46,0,0,29,2,0,0,34,5,0,3,0,1,49,1,0,1,0,5,6,0,5,3,60,0,58,17,86,4,0,3,0,84,10,0,3,472,0,0,1,1,0,12,0,43,0,1,6,15,82,17,1,0,81,4,0,6,5,4,2,4,0,19,7,53,109,25,0,0,4,0,0,69,6,105,2,0,0,4,14,2,20,0,1,78,20,1,0,6,1,0,7,0,69,19,0,250,4,13,14,2,9,7,0,5,0,3,0,7149
Mill Hill East,0,0,2,9,9,0,0,0,0,11,7,0,0,17,4,56,12,5,0,4,0,0,0,1,5,4,6,12,3,0,23,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,20,12,6,0,0,0,0,0,3,18,10,0,0,0,0,0,0,3,0,0,2,2,0,0,3,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,7,0,8,2,0,2,0,0,9,0,8,0,0,13,0,0,0,23,0,0,26,26,4,0,8,0,0,5,0,1,0,6,0,1,10,0,0,0,0,27,1,0,4,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,25,4,0,24,0,3,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,37,0,9,0,2,3,0,2,12,0,2,0,0,0,0,47,25,0,0,0,0,0,0,9,9,0,6,5,0,0,24,2,6,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,7,0,17,0,4,43,19,0,3,0,0,0,16,7,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,10,0,0,0,10,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,12,0,14,0,15,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,9,0,0,0,4,22,4,2,0,9,2,0,2,0,0,0,0,0,2,0,15,30,5,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,17,6,0,16,0,0,5,0,0,0,0,0,0,6,0,1283
Moor Park,0,0,0,5,0,0,1,1,0,6,0,0,0,10,0,29,6,0,0,0,0,0,0,0,0,0,0,7,2,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,7,3,0,1,0,0,2,0,9,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,0,0,5,0,4,0,0,7,0,0,0,0,6,0,13,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,13,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,17,2,5,0,0,0,0,0,6,0,0,0,0,0,0,24,14,0,0,0,0,0,0,5,5,0,4,3,0,0,12,0,0,0,1,0,0,0,0,1,4,1,0,0,0,4,10,4,0,4,0,9,0,0,22,12,0,0,0,0,0,8,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,1,4,0,6,0,0,0,1,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,8,4,8,0,0,1,0,0,0,0,0,20,0,0,0,0,0,3,0,5,0,0,0,3,11,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,10,0,12,5,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,9,1,0,3,0,0,1,0,0,0,0,0,653
Moorgate,0,0,3,68,59,0,1,0,0,37,5,1,1,29,6,572,119,7,0,4,2,0,0,1,5,12,21,54,4,0,37,20,1,1,0,4,1,0,9,0,5,0,0,0,0,1,0,0,6,0,0,0,15,42,44,21,48,0,1,0,0,0,4,54,22,0,0,0,0,2,1,5,0,0,3,3,0,0,3,1,15,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,1,9,2,2,3,0,3,0,1,14,0,26,0,0,31,0,0,1,42,23,0,169,3,6,0,12,0,0,6,0,1,0,9,3,1,17,0,0,0,18,47,1,0,5,0,0,0,0,1,17,4,0,2,2,0,0,1,3,0,1,0,1,1,2,3,0,1,8,0,0,2,0,61,4,5,0,0,1,1,1,0,0,6,0,0,0,0,6,1,0,0,8,0,1,1,3,0,2,0,90,1,13,4,6,4,0,2,24,0,3,0,3,0,0,786,140,0,0,1,2,3,0,60,13,0,10,12,1,1,0,2,9,0,1,0,0,1,4,0,11,0,1,1,1,2,1,1,0,9,1,154,1,8,72,28,2,4,0,0,1,32,11,0,3,0,0,1,0,0,3,4,0,1,4,3,1,0,0,9,4,1,0,0,0,0,2,0,0,0,0,17,0,13,0,0,12,1,0,0,15,1,0,1,0,0,21,0,0,0,0,2,1,0,2,1,39,0,30,8,77,1,0,1,0,9,5,0,1,63,0,0,0,0,0,5,0,29,0,0,2,6,45,5,0,0,53,2,0,2,2,1,1,1,0,3,2,23,53,7,0,0,1,0,0,39,3,63,1,0,0,2,5,1,8,0,0,10,8,0,0,3,0,0,3,0,38,7,0,68,2,5,5,1,3,3,0,1,0,1,0,4411
Morden,0,0,15,54,54,0,5,0,0,51,16,5,4,84,77,344,61,31,2,23,0,0,0,0,17,27,33,71,16,0,119,32,6,6,0,11,4,0,53,0,13,0,0,0,2,5,0,0,15,0,0,0,41,109,127,69,39,0,4,0,0,0,12,89,54,1,0,0,0,0,0,35,0,0,22,32,0,2,12,51,36,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,7,24,0,45,11,9,13,0,0,3,5,44,0,58,2,0,74,0,0,0,92,0,0,131,12,23,0,38,0,0,30,0,4,0,39,13,0,46,0,0,0,45,153,7,0,27,0,0,0,0,3,88,15,0,10,11,0,0,7,14,0,0,0,0,5,10,12,0,6,38,0,110,7,0,122,17,14,0,0,3,5,0,0,0,23,0,0,0,0,16,4,0,0,24,0,0,6,14,0,7,0,153,6,50,15,16,16,0,0,63,0,10,0,12,0,0,270,173,0,0,4,9,10,0,56,45,0,31,26,5,0,135,0,23,0,6,0,0,4,19,0,36,0,3,6,4,10,5,0,0,37,3,92,0,32,213,97,10,0,0,0,4,88,54,2,8,0,0,3,0,0,0,15,0,3,16,15,0,0,2,28,26,4,0,0,0,0,8,0,0,0,0,38,0,45,0,0,54,0,0,0,62,4,0,5,0,0,94,0,0,2,0,114,5,0,0,6,75,0,92,28,84,0,0,6,0,16,25,0,6,186,0,0,0,0,0,19,0,52,0,0,38,127,111,18,2,0,58,6,0,12,8,6,0,4,0,11,14,131,195,27,0,0,4,0,0,97,10,147,0,0,0,9,27,4,40,0,1,31,34,1,0,13,0,0,11,0,101,35,0,95,7,24,0,0,13,0,0,5,0,5,0,8033
Mornington Crescent,0,0,1,4,4,0,0,0,0,7,2,0,0,9,1,24,6,1,0,1,0,0,0,0,3,1,2,5,1,0,15,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,24,5,6,3,3,0,0,0,0,0,3,9,5,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,1,0,0,0,0,3,0,0,7,0,0,0,40,0,0,15,1,2,0,4,0,0,2,0,0,0,2,1,0,9,0,0,0,0,16,0,0,1,0,0,0,0,0,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,13,1,0,15,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,36,0,4,1,1,1,0,0,7,0,0,0,1,0,0,21,10,0,0,0,0,1,0,4,5,0,3,1,0,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,9,0,1,31,8,0,1,0,0,0,9,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,6,2,7,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,4,0,0,0,1,16,1,0,0,4,1,0,1,1,0,0,0,0,1,1,6,14,1,0,0,0,0,0,26,1,11,0,0,0,0,1,0,2,0,0,2,2,0,0,1,0,0,0,0,8,2,0,6,0,2,1,0,1,0,0,0,0,0,0,679
Mudchute,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,6,43,5,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,21,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1356
Neasden,0,0,4,13,13,0,0,1,0,17,5,0,1,37,6,82,17,8,1,6,0,0,0,1,0,6,8,19,6,0,40,7,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,13,24,29,16,9,0,3,0,0,1,0,27,15,0,0,0,0,0,1,4,0,0,3,3,0,0,0,2,10,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,33,7,0,12,4,0,3,0,4,2,0,18,0,12,0,0,20,0,0,0,30,20,0,38,0,19,0,13,0,0,8,0,1,0,10,0,1,14,0,0,0,19,45,0,0,10,0,0,0,0,1,24,0,0,0,0,0,0,0,13,0,2,0,0,0,3,0,0,0,11,0,41,2,1,37,5,5,0,0,0,1,2,1,0,7,1,0,0,0,3,0,0,6,7,0,0,2,18,0,0,0,54,7,14,6,4,5,0,3,19,0,3,0,3,0,0,68,39,0,0,0,0,3,0,14,15,0,13,6,0,2,35,2,0,0,0,0,0,1,0,0,8,1,0,2,0,10,3,2,0,12,1,25,0,5,71,39,0,5,0,0,0,27,11,1,2,0,0,5,0,0,5,0,0,3,5,4,2,0,0,11,9,2,0,0,0,0,3,0,1,0,2,12,0,15,0,0,19,1,0,0,15,1,0,0,0,2,24,0,0,0,0,2,1,0,3,2,18,0,23,17,22,0,0,4,0,4,4,0,0,49,0,0,1,0,0,14,0,14,0,0,2,6,35,6,1,0,14,2,0,4,2,0,0,0,0,3,7,24,48,9,0,0,0,0,0,32,4,36,2,0,0,0,54,0,11,0,0,8,33,1,0,3,0,0,4,0,26,12,0,23,14,14,8,1,4,4,0,1,0,0,0,2333
