station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
London City Airport,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,12,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,20,0,0,11,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,19,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,269,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,7,0,0,66,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2030
London Fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,7,0,0,0,0,15,0,188,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1091
Loughton,0,0,0,20,23,0,0,0,0,18,5,0,1,25,7,118,22,18,3,5,0,0,0,2,5,9,17,24,0,0,32,9,0,0,0,6,0,0,10,0,9,0,0,0,36,0,0,0,0,0,0,0,13,41,110,47,13,0,0,0,0,0,4,30,15,0,0,4,0,0,0,5,0,0,3,4,0,0,3,2,10,0,0,0,0,0,0,0,2,3,0,0,86,0,0,0,0,6,0,11,3,0,9,0,3,0,1,13,0,15,1,0,21,0,0,9,29,17,3,48,3,0,0,16,0,0,7,0,5,0,9,4,0,14,0,0,2,14,39,2,0,6,0,0,0,0,5,21,4,0,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,9,0,50,2,0,38,4,5,0,0,1,0,1,0,0,6,0,0,0,0,4,0,0,0,7,0,0,2,4,0,0,0,52,0,13,4,0,4,0,0,18,0,13,0,21,0,0,104,53,0,0,0,2,4,0,0,12,0,9,17,0,0,50,3,7,0,0,0,0,5,5,0,20,0,0,0,1,0,0,0,0,10,0,34,0,7,59,28,0,5,0,0,0,24,11,0,6,0,0,0,0,0,4,4,0,0,4,0,0,0,3,8,6,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,15,10,0,0,0,0,22,0,0,0,0,3,18,0,0,0,22,0,24,8,29,0,0,0,0,9,4,0,2,174,0,0,0,0,0,5,0,16,0,4,3,7,32,0,0,0,22,0,0,0,0,2,0,2,0,8,4,24,46,0,0,0,5,0,0,29,0,40,0,0,0,2,8,0,10,0,0,25,10,0,0,0,0,0,0,0,27,9,0,45,2,0,7,0,5,0,0,28,0,0,0,2727
Maida Vale,0,0,3,9,8,0,0,0,0,14,3,1,1,61,3,56,13,3,0,6,5,0,0,0,3,4,5,14,2,0,45,4,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,10,13,24,7,6,0,0,0,0,0,0,22,14,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,3,1,1,0,3,0,0,54,0,8,0,0,17,0,0,0,27,24,0,31,1,8,0,8,0,0,7,0,0,0,12,0,1,13,0,0,0,25,43,1,0,6,0,0,0,0,0,25,0,0,0,6,0,0,1,2,0,0,0,0,0,1,1,0,1,16,0,27,1,0,32,8,3,0,0,0,1,1,0,0,6,0,0,0,0,2,5,0,0,5,0,1,1,0,0,47,0,54,1,11,10,3,0,0,5,17,0,1,0,1,0,0,46,26,0,0,0,0,2,0,10,15,0,28,3,0,0,24,1,6,0,0,0,0,0,4,0,4,0,1,0,1,1,0,0,0,21,0,18,0,3,80,207,0,5,0,0,1,26,8,0,0,0,0,0,0,0,4,39,0,0,0,4,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,22,2,0,0,12,0,0,0,0,0,24,1,0,0,0,1,0,0,2,1,13,0,17,11,16,0,0,1,0,2,2,0,2,21,0,0,0,0,0,7,0,11,0,0,1,3,34,3,0,0,9,1,0,3,1,0,0,0,0,1,1,16,40,3,0,0,0,0,0,30,68,28,0,0,0,3,4,1,11,0,0,3,10,0,0,3,0,0,9,0,21,0,0,14,2,17,4,1,2,6,0,0,0,1,0,2140
Manor House,0,0,4,30,29,0,1,0,0,52,10,9,23,65,7,186,46,12,0,8,0,0,0,1,11,11,16,35,21,0,75,13,2,13,0,5,2,0,11,0,6,0,0,0,1,2,0,0,43,0,0,0,35,43,84,29,20,0,1,0,0,0,9,70,33,0,0,0,0,3,0,6,0,0,4,4,0,2,4,2,26,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,7,2,17,4,4,5,0,4,1,2,30,0,21,0,0,42,0,0,1,98,54,0,110,5,12,0,503,0,0,10,0,2,0,15,6,2,38,0,0,0,42,84,2,0,8,0,0,0,0,1,29,9,0,3,4,0,0,2,5,0,1,0,1,1,2,5,0,2,15,0,329,4,0,105,7,55,0,0,0,1,1,1,0,12,0,0,0,0,5,2,0,0,17,0,0,2,8,0,4,0,205,2,24,8,7,9,0,4,43,0,5,0,5,0,0,162,78,0,0,1,5,0,0,0,26,0,22,13,0,0,86,2,22,0,3,0,0,1,6,1,13,0,0,2,1,3,1,0,0,17,3,65,1,9,147,61,3,7,0,0,1,56,18,1,4,0,0,1,0,0,6,8,0,1,8,5,1,0,1,18,7,0,0,0,0,0,5,0,0,0,1,40,0,100,0,0,22,2,0,0,25,2,0,1,0,1,38,0,0,0,0,2,2,0,3,7,34,0,42,17,52,2,0,2,0,9,6,0,2,115,0,0,1,0,0,11,0,27,0,0,3,7,80,30,0,0,29,4,0,4,42,0,0,0,0,5,3,36,83,25,0,0,0,0,0,89,6,70,0,0,0,3,10,1,14,0,0,16,20,0,0,4,0,0,6,0,51,13,0,55,3,10,8,1,48,5,0,2,0,2,0,5463
Manor Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764
Mansion House,0,0,0,5,4,0,0,0,0,2,0,0,0,2,0,158,5,0,0,0,0,0,0,0,0,1,1,29,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,2,1,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,3,0,0,0,0,0,0,38,21,0,0,0,0,0,0,0,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,1,7,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,507
Marble Arch,0,0,1,5,5,0,0,0,0,9,2,0,0,37,2,44,7,1,0,3,2,0,0,0,2,2,3,12,1,0,276,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,9,8,14,4,0,0,0,0,0,0,2,23,17,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,1,1,1,0,1,0,0,13,0,6,0,0,20,0,0,0,31,0,0,18,1,3,0,4,0,0,4,0,0,0,7,1,0,16,0,0,0,14,86,0,0,2,0,0,0,0,0,9,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,15,1,0,39,5,2,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,3,4,0,0,0,2,0,1,0,37,0,14,2,2,19,0,1,23,0,0,0,1,0,0,30,20,0,0,0,1,1,0,0,0,0,11,2,0,0,15,0,6,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,15,0,10,0,2,217,22,0,2,0,0,0,40,8,0,0,0,0,0,0,0,2,2,0,0,9,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,12,0,18,6,14,1,0,0,0,1,2,0,0,10,0,0,0,0,0,3,0,10,0,0,1,1,54,1,0,0,6,1,0,1,1,0,0,0,0,1,0,14,50,1,0,0,0,0,0,43,2,27,0,0,0,1,2,0,6,0,0,2,4,0,0,2,0,0,2,0,25,6,0,8,1,3,2,0,1,0,0,0,0,0,0,1796
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878
Marylebone,0,0,3,18,17,0,0,0,0,38,5,1,2,1042,5,120,30,4,0,8,7,0,0,0,7,7,9,31,4,0,184,9,1,1,0,2,1,0,8,0,3,0,0,0,0,1,0,0,9,0,0,0,23,24,42,12,13,0,1,0,0,0,6,56,39,0,0,0,0,3,0,4,0,0,3,3,0,0,2,1,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,5,2,19,4,2,2,0,3,0,1,490,0,17,0,0,46,0,0,0,75,108,0,75,2,21,0,16,0,0,10,0,1,0,17,3,2,37,0,0,0,160,133,1,0,7,0,0,0,0,0,33,5,0,2,4,0,0,1,3,0,1,0,0,1,1,2,0,1,22,0,62,2,0,90,11,8,0,0,0,1,1,0,0,16,0,0,0,0,5,3,0,0,11,0,1,1,8,0,7,0,179,1,29,14,6,12,0,7,50,0,2,0,2,0,0,100,55,0,0,0,11,4,0,21,50,0,0,6,1,0,54,1,15,0,2,0,0,0,6,0,6,0,1,1,1,2,1,0,0,30,1,42,1,7,322,354,0,6,0,0,1,81,18,0,1,0,0,1,0,0,5,12,0,1,11,5,1,0,0,95,5,0,0,0,0,0,15,0,0,0,0,30,0,13,0,0,30,2,0,0,25,1,0,1,0,0,38,1,0,0,0,1,1,0,2,1,31,0,41,41,38,2,0,1,0,4,4,0,2,36,0,0,0,0,0,19,0,26,0,0,2,4,109,5,0,0,18,2,0,3,2,1,0,0,0,2,2,34,102,5,0,0,1,0,0,90,20,69,0,0,0,2,7,1,15,0,0,6,25,0,0,5,0,0,13,0,53,15,0,27,3,10,5,1,3,8,0,1,0,1,0,6119
Mile End,0,0,4,74,128,0,1,0,0,43,7,2,2,41,9,409,69,27,1,7,0,0,0,2,8,26,155,65,10,0,57,25,1,2,0,268,1,0,15,0,90,0,0,0,1,1,0,0,9,0,0,0,22,137,223,125,43,0,1,0,0,0,6,73,32,0,0,1,0,3,1,7,0,0,5,5,0,1,3,2,22,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,2,6,2,15,3,3,17,0,4,1,1,20,0,35,1,0,45,0,0,1,57,32,1,136,4,9,0,21,0,0,9,0,3,0,13,5,1,26,0,0,0,26,72,2,0,7,0,0,0,0,1,25,6,0,2,3,0,0,2,3,0,1,0,1,1,2,4,0,1,12,0,79,3,0,87,6,8,0,0,1,1,1,1,0,10,0,0,0,0,8,2,0,0,12,0,0,2,5,0,3,0,113,2,21,5,9,7,0,3,36,0,18,0,15,0,0,422,154,0,0,2,3,5,0,59,20,0,15,0,1,1,182,3,13,0,2,0,0,2,5,0,39,0,1,1,1,2,1,1,0,13,1,102,1,13,110,41,0,6,0,0,1,48,17,0,20,0,0,1,0,0,5,6,0,1,6,4,1,0,2,13,6,1,1,0,0,0,3,0,0,0,1,25,0,35,0,0,18,1,0,0,24,4,0,1,0,1,33,1,0,0,0,3,4,0,3,2,53,0,45,11,84,2,0,1,0,191,7,0,2,652,0,0,0,0,0,7,0,38,0,0,3,8,67,12,1,0,95,3,0,3,3,2,1,3,0,19,3,36,82,18,0,0,3,0,0,54,4,90,1,0,0,2,7,1,12,0,0,107,12,0,0,4,0,0,4,0,56,11,0,397,2,7,7,1,5,4,0,3,0,2,0,7144
Mill Hill East,0,0,2,8,8,0,0,0,0,11,10,0,0,16,3,52,11,4,0,3,0,0,0,0,5,3,5,11,3,0,23,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,9,6,0,0,0,0,0,4,17,10,0,0,0,0,0,0,2,0,0,2,2,0,0,2,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,15,2,0,2,0,0,8,0,7,0,0,12,0,0,0,25,0,0,26,78,4,0,8,0,0,4,0,1,0,6,0,1,11,0,0,0,0,27,1,0,3,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,24,7,0,24,0,3,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,38,0,8,0,2,3,0,1,12,0,1,0,0,0,0,44,23,0,0,0,0,0,0,8,8,0,6,4,0,0,23,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,17,0,3,44,17,0,3,0,0,0,16,6,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,9,0,0,0,9,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,11,0,13,0,14,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,8,0,0,0,3,23,3,3,0,9,3,0,2,0,0,0,0,0,1,0,14,28,4,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,16,5,0,14,0,0,4,0,0,0,0,0,0,11,0,1291
Moor Park,0,0,0,4,0,0,1,1,0,5,0,0,0,9,0,25,5,0,0,0,0,0,0,0,0,0,0,6,2,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,5,3,0,1,0,0,2,0,8,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,5,0,11,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,12,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,15,2,4,0,0,0,0,0,5,0,0,0,0,0,0,21,12,0,0,0,0,0,0,4,4,0,3,2,0,0,10,0,0,0,2,0,0,0,0,1,3,2,0,0,0,6,33,9,0,3,0,8,0,0,20,11,0,0,0,0,0,8,3,3,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,17,0,0,0,0,0,0,1,0,1,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,7,4,7,0,0,1,0,0,0,0,0,16,0,0,0,0,0,3,0,4,0,0,0,2,10,0,0,0,4,0,0,0,0,0,0,0,0,0,5,7,14,0,0,0,0,0,0,9,0,11,10,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,7,2,0,3,0,0,1,0,0,0,0,0,648
