station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,0,0,5,32,31,0,2,0,0,55,0,2,3,69,9,199,49,9,1,10,0,0,0,0,29,11,17,43,8,0,110,14,2,3,0,5,3,0,14,0,5,0,0,0,1,3,0,0,15,0,0,0,130,43,84,25,22,0,0,0,0,1,26,75,43,0,0,0,0,4,1,7,0,0,5,5,0,1,7,2,30,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,8,2,22,5,33,4,0,5,0,3,32,0,26,0,0,54,0,0,1,164,0,0,117,22,13,0,29,0,0,13,0,1,0,20,12,2,58,0,0,0,45,121,2,0,9,0,0,0,0,1,36,20,0,4,6,0,0,0,5,0,2,0,1,1,2,8,0,5,19,0,102,68,1,111,10,0,0,0,0,1,1,1,0,17,0,0,0,0,7,3,0,0,171,0,0,2,7,0,5,0,217,2,33,8,9,12,0,5,56,0,4,0,4,0,0,173,83,0,0,1,5,7,0,31,38,0,24,12,7,0,92,3,56,0,2,0,0,1,8,0,13,0,1,2,1,3,1,1,0,22,1,70,0,11,221,65,0,9,0,0,1,73,24,1,3,0,0,1,0,0,7,11,0,0,11,6,1,0,1,25,8,1,0,0,0,0,5,0,0,0,0,42,0,26,0,0,29,2,0,0,33,1,0,2,0,0,51,0,0,1,0,3,2,0,4,2,43,0,53,18,56,3,0,0,0,8,7,0,3,75,0,0,1,0,0,11,0,34,0,0,3,9,115,9,3,0,31,93,0,4,4,1,0,0,0,4,3,48,116,11,0,0,1,0,0,143,6,89,1,0,0,4,10,2,18,0,2,12,0,0,0,6,0,0,6,0,65,17,0,50,3,13,9,2,7,6,0,1,0,7,0,5653
Arnos Grove,0,0,3,18,18,0,1,0,0,26,6,0,4,36,6,113,25,10,0,6,0,0,0,0,7,7,11,22,11,0,44,9,1,90,0,0,0,0,9,0,4,0,0,0,0,1,0,0,12,0,0,0,19,31,63,22,13,0,0,0,0,0,5,38,19,0,0,0,0,3,0,4,0,0,3,3,0,6,4,2,14,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,6,2,12,3,0,4,0,3,0,0,18,0,14,0,0,25,0,0,0,47,26,0,58,0,8,0,47,0,0,8,0,1,0,11,5,0,20,0,0,0,22,50,2,0,6,0,0,0,0,1,23,6,0,3,4,0,0,0,4,0,1,0,1,1,2,4,0,0,11,0,93,0,0,54,5,13,0,0,0,1,1,1,0,7,0,0,0,0,4,0,0,0,10,0,0,1,0,0,3,0,87,0,16,5,5,6,0,3,24,0,4,0,4,0,0,96,50,0,0,0,3,17,0,0,16,0,13,9,0,0,50,2,11,0,0,0,0,1,5,0,10,0,0,1,1,3,0,1,0,12,13,37,1,6,82,38,2,5,0,0,0,32,12,1,3,0,0,1,0,0,5,6,0,0,5,4,1,0,0,11,6,0,0,0,0,0,3,0,0,0,0,19,0,38,0,0,16,1,0,0,17,0,0,1,0,1,26,0,0,0,0,2,2,0,2,59,22,0,27,11,31,0,0,0,0,6,4,0,0,76,0,0,0,0,0,7,0,17,0,0,2,6,44,14,0,0,19,0,0,3,26,0,0,1,0,4,3,26,54,15,0,0,0,0,0,45,4,43,0,0,0,2,8,0,11,0,0,11,13,0,0,3,0,0,4,0,31,10,0,34,2,8,7,1,70,4,0,0,0,0,0,3049
Arsenal,0,0,1,11,11,0,0,0,0,24,4,2,0,27,2,72,19,3,0,3,1,0,0,0,4,4,6,0,6,0,30,5,1,2,0,1,1,0,4,0,2,0,0,0,0,1,0,0,42,0,0,0,15,14,27,8,0,0,0,0,0,0,4,30,13,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,6,1,1,2,0,1,0,1,12,0,8,0,0,16,0,0,0,46,25,0,47,2,4,0,233,0,0,3,0,0,0,5,2,1,16,0,0,0,18,33,1,0,2,0,0,0,0,0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,5,0,108,0,0,46,3,99,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,7,0,0,1,2,0,1,0,107,1,9,3,3,3,0,1,17,0,2,0,0,0,0,64,29,0,0,0,2,19,0,0,10,0,9,4,0,0,35,1,9,0,1,0,0,0,2,0,4,0,0,1,0,1,0,0,0,6,1,27,0,3,60,23,1,2,0,0,0,22,6,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,18,0,31,0,0,8,1,0,0,9,0,0,0,0,0,14,0,0,0,0,1,1,0,1,1,13,0,16,6,21,1,0,0,0,3,2,0,0,34,0,0,0,0,0,4,0,0,0,0,1,2,33,9,0,0,11,0,0,1,5,0,0,0,0,1,1,13,31,7,0,0,0,0,0,40,2,27,0,0,0,0,3,0,5,0,0,5,6,0,0,2,0,0,2,0,19,4,0,17,1,3,2,0,7,2,0,1,0,1,0,2155
Baker Street,0,0,4,24,23,0,1,0,0,56,7,1,2,0,6,164,42,5,0,8,8,0,0,1,9,9,12,43,5,0,322,12,1,2,0,3,1,0,11,0,3,0,0,0,0,1,0,0,13,0,0,0,33,32,54,15,18,0,1,0,0,0,8,81,57,0,0,0,0,3,0,5,0,0,4,4,0,0,3,1,37,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,6,2,21,4,3,2,0,4,1,1,281,0,24,0,0,67,0,0,0,111,201,0,107,3,30,0,22,0,0,11,0,1,0,19,4,2,54,0,0,0,385,204,2,0,8,0,0,0,0,0,37,7,0,3,5,0,0,2,4,0,1,0,1,1,1,3,0,1,24,0,86,3,0,132,12,11,0,0,0,1,1,0,0,23,0,0,0,0,6,3,0,8,15,0,1,2,11,0,7,0,282,2,41,15,9,18,0,7,75,0,2,0,2,0,0,135,74,0,0,1,11,5,0,28,80,0,478,8,1,1,75,2,22,0,3,0,0,1,6,0,8,0,1,1,1,3,1,1,0,31,1,58,1,9,560,295,2,7,0,0,1,124,25,0,2,0,0,1,0,0,6,12,0,1,14,6,1,0,0,233,6,1,0,0,0,0,15,0,0,0,1,45,0,17,0,0,32,3,0,0,35,1,0,1,0,1,53,1,0,0,0,2,1,0,3,1,43,0,57,68,52,3,0,1,0,5,6,0,2,46,0,0,0,0,0,29,0,37,0,0,2,6,169,6,1,0,24,3,0,4,3,1,0,1,0,2,2,46,147,6,0,0,1,0,0,137,19,98,1,0,0,3,10,1,17,0,0,7,35,0,0,5,0,0,14,0,76,17,0,35,4,12,6,1,4,9,0,1,0,1,0,7449
Balham,0,0,10,59,58,0,0,0,0,49,13,3,3,85,0,422,66,19,1,21,6,0,0,2,14,30,32,80,10,0,136,46,0,4,0,9,3,0,103,0,10,0,0,0,1,3,0,0,13,0,0,0,38,112,190,54,46,0,0,0,0,0,10,94,68,0,0,0,0,9,0,161,0,0,80,351,0,1,7,54,42,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,5,16,5,46,8,6,9,0,0,1,3,42,0,90,0,0,96,0,0,1,94,0,0,137,8,19,0,30,0,0,27,0,3,0,42,9,0,50,0,0,0,0,194,4,0,0,0,0,0,0,1,77,12,0,6,8,0,0,0,8,0,0,0,0,2,5,8,0,3,39,0,94,5,0,135,15,12,0,0,1,3,0,0,0,27,0,0,0,0,29,3,0,0,21,0,3,0,11,0,6,0,151,4,56,12,22,16,0,0,76,0,7,0,8,0,0,309,231,0,0,2,7,8,0,66,48,0,30,23,3,1,155,36,22,0,4,0,0,2,14,0,29,1,2,4,2,5,2,0,0,35,2,99,0,65,247,88,6,18,0,0,3,104,93,1,6,0,0,2,0,0,0,12,0,2,15,12,0,0,1,30,0,2,0,0,0,0,7,0,0,0,0,40,0,31,0,0,47,0,0,0,79,3,0,4,0,2,107,0,0,0,0,52,3,0,0,3,98,0,121,25,96,0,0,3,0,15,68,0,4,143,0,0,1,0,0,16,0,62,0,0,388,376,126,12,1,0,67,5,0,9,5,3,0,0,0,8,6,257,280,18,0,0,2,0,0,103,9,206,0,0,0,5,17,3,0,0,1,24,27,0,0,12,0,0,9,0,130,28,0,95,5,17,0,0,9,0,0,3,0,3,0,9613
Bank and Monument,4,0,6,435,357,7,2,0,0,152,13,3,4,101,19,0,471,18,1,14,5,2,1,2,16,80,95,690,10,9,180,231,2,3,8,17,2,0,36,0,17,0,0,0,1,2,0,0,20,0,0,0,51,226,333,76,2250,0,1,0,0,1,13,485,138,0,0,1,0,5,1,18,0,0,14,11,0,1,5,4,95,12,0,1,0,6,11,4,2,3,0,0,2,0,5,7,4,10,3,32,6,5,9,16,7,1,2,45,0,206,1,2,216,0,0,1,155,84,1,716,6,17,0,37,0,0,18,3,2,0,31,8,2,94,0,0,0,63,235,3,8,12,0,0,0,0,1,50,12,0,4,6,0,0,2,5,0,2,0,1,1,3,6,53,2,27,0,138,5,1,454,13,17,0,0,1,1,2,1,0,30,1,0,0,6,36,3,0,11,24,0,2,3,9,0,5,4,348,2,57,10,38,17,19,6,140,10,9,0,8,0,61,4437,2385,9,0,2,6,9,0,1534,58,0,34,48,2,1,2459,5,33,4,3,0,0,2,9,1,40,1,1,2,1,4,1,1,0,31,1,633,1,45,381,88,4,12,0,0,2,182,46,1,8,7,19,1,5,4,10,10,0,1,15,8,1,0,1,39,10,1,0,0,0,4,7,6,1,0,1,105,0,35,218,0,37,2,0,0,65,3,0,2,0,1,82,1,37,1,0,5,3,0,5,3,347,0,163,24,1368,4,0,2,8,39,22,0,3,202,7,10,1,1,0,15,0,250,0,0,7,17,276,13,1,64,958,5,0,6,5,2,1,2,0,9,4,91,257,19,0,0,2,0,0,168,8,463,1,0,0,4,12,2,27,0,1,34,23,0,8,8,0,6,8,22,226,21,0,353,4,13,12,2,8,7,0,2,0,2,12,29491
Barbican,0,0,0,15,13,0,0,0,0,8,1,0,0,7,1,124,0,1,0,1,0,0,0,0,1,2,4,12,1,0,8,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,4,7,12,3,11,0,0,0,0,0,1,11,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,13,7,0,262,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,5,8,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,35,0,2,1,1,1,0,0,4,0,0,0,0,0,0,147,31,0,0,0,0,1,0,13,2,0,2,2,0,0,141,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,34,0,1,15,6,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,5,1,17,0,0,0,0,2,1,0,0,10,0,0,0,0,0,1,0,6,0,0,0,1,9,1,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,11,1,12,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,7,1,0,14,0,1,1,0,1,0,0,0,0,0,0,1223
Barking,0,3,7,56,67,0,3,1,0,46,11,4,3,58,15,324,59,0,3,12,4,0,0,44,12,26,51,63,37,0,78,25,3,5,0,26,3,0,23,0,39,4,5,5,2,3,2,0,12,14,0,22,30,121,368,204,36,0,2,1,0,0,9,77,38,0,1,2,2,6,0,11,0,0,8,8,5,1,7,4,26,0,4,1,0,0,0,0,25,53,0,21,5,0,0,0,4,12,4,24,6,6,212,0,7,1,3,30,6,38,8,0,52,0,5,2,72,40,2,126,7,15,8,38,0,0,16,0,6,0,21,8,2,33,0,12,1,34,96,4,0,14,28,10,0,0,3,46,10,14,5,7,0,6,4,8,0,3,0,2,2,4,7,0,3,21,4,118,5,0,98,10,12,27,0,10,2,3,1,0,14,0,0,9,0,10,3,6,10,17,8,0,3,9,0,5,0,130,4,30,10,11,10,0,6,44,0,24,14,23,14,0,288,142,0,0,5,5,10,0,52,29,0,21,57,3,0,137,5,18,0,4,0,0,5,10,0,76,1,2,3,2,5,3,2,0,22,2,90,2,16,144,64,5,11,0,0,2,61,25,1,46,0,0,2,0,0,10,10,0,2,10,8,2,3,3,18,13,0,1,0,0,0,5,0,0,0,0,30,0,71,0,0,31,2,0,8,35,7,4,3,0,0,52,0,0,1,8,5,8,4,5,4,56,0,58,18,77,4,5,3,0,29,10,5,3,551,0,0,0,0,0,12,0,41,1,1,6,16,81,34,1,0,63,4,3,6,7,14,10,154,7,99,7,55,111,0,24,0,6,30,0,70,7,101,2,2,0,5,15,2,21,0,1,130,22,1,0,7,1,0,7,0,68,20,7,139,4,14,15,3,11,7,6,7,33,3,0,8202
Barkingside,0,0,2,10,11,0,0,0,0,9,2,0,0,11,3,56,10,9,0,2,0,0,0,0,0,4,8,11,0,0,15,4,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,20,52,22,0,0,0,0,0,0,0,14,7,0,0,3,0,0,0,2,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,3,0,5,1,0,4,0,0,0,1,6,0,7,0,0,10,0,0,1,14,8,25,22,2,3,0,7,0,0,3,0,14,0,4,2,0,6,0,0,3,7,18,1,0,3,0,0,0,0,19,10,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,4,0,24,0,0,18,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,24,0,6,0,2,2,0,0,8,0,7,0,11,0,0,49,25,0,0,3,0,0,0,0,6,0,4,8,0,0,24,1,3,0,1,0,0,61,2,0,10,0,0,0,0,1,0,0,0,4,0,16,0,3,27,13,0,2,0,0,0,11,5,0,3,0,0,0,0,0,2,2,0,0,2,0,0,0,4,4,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,7,3,0,0,0,0,10,0,0,0,0,1,4,0,0,0,10,0,11,4,14,0,0,1,0,4,2,0,0,86,0,0,0,0,0,3,0,7,0,0,0,3,15,0,0,0,11,0,0,0,0,1,0,0,0,4,2,11,21,0,0,0,5,0,0,14,1,19,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,13,4,0,22,0,0,0,0,2,0,0,5,0,0,0,1304
Barons Court,0,0,13,11,11,0,2,0,0,14,4,1,1,31,6,81,13,4,0,0,6,0,0,0,4,6,6,21,3,0,50,7,3,1,0,2,1,0,9,0,2,0,0,0,0,1,0,0,4,0,0,0,12,22,38,11,10,0,1,0,0,0,3,30,21,0,0,0,0,14,0,5,0,0,3,3,0,0,2,1,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14,5,170,6,2,2,0,10,1,1,20,0,14,0,0,26,0,0,0,32,15,0,30,2,6,0,8,0,0,46,0,1,0,74,3,13,16,0,0,0,15,77,2,0,28,0,0,0,0,0,761,3,0,0,5,0,0,0,3,0,2,0,1,1,2,2,0,1,62,0,27,2,0,43,16,3,0,0,0,2,2,1,0,15,0,0,0,0,4,0,0,0,6,0,0,5,3,0,3,0,47,1,39,18,5,0,0,14,26,0,2,0,2,0,0,60,43,0,0,0,4,2,0,15,21,0,13,5,1,0,30,2,7,0,1,0,0,0,9,2,6,0,0,4,1,2,0,0,0,42,0,19,1,6,91,54,5,25,0,0,1,39,18,0,1,0,0,1,0,0,17,5,0,0,0,54,1,0,0,10,13,1,0,0,0,0,5,0,0,0,1,13,0,8,0,0,0,11,0,0,47,1,0,3,0,1,116,0,0,0,0,0,1,0,6,1,23,0,41,8,23,17,0,1,0,3,5,0,0,29,0,0,1,1,0,5,0,16,0,0,2,5,42,3,0,0,13,1,0,21,1,1,0,0,0,2,2,36,98,4,0,0,0,0,0,36,5,47,1,0,0,0,5,2,100,0,0,5,9,0,0,193,0,0,10,0,41,0,0,19,2,12,11,2,2,23,0,1,0,1,0,4056
Bayswater,0,0,2,5,5,0,0,0,0,8,0,0,0,33,2,36,7,2,0,7,0,0,0,0,0,2,3,9,0,0,37,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,4,4,0,0,0,0,0,0,14,9,0,0,0,0,2,0,2,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,24,0,0,1,0,3,0,0,29,0,5,0,0,11,0,0,0,17,13,0,17,0,4,0,4,0,0,10,0,0,0,23,1,0,0,0,0,0,14,32,0,0,4,0,0,0,0,0,23,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,45,0,15,0,0,22,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,31,1,13,6,2,13,0,3,11,0,1,0,0,0,0,26,17,0,0,0,4,1,0,6,19,0,15,2,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,141,0,11,0,2,56,107,1,6,0,0,0,17,6,0,0,0,0,0,0,0,4,5,0,0,26,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,46,1,0,0,16,0,0,1,0,0,38,0,0,0,0,0,0,0,2,0,9,0,14,6,11,1,0,0,0,1,2,0,1,12,0,0,0,0,0,4,0,7,0,0,1,2,23,2,0,0,6,0,0,2,1,0,0,0,0,0,1,12,34,2,0,0,0,0,0,20,7,19,0,0,0,1,2,0,17,0,0,2,6,0,0,5,0,0,5,0,15,17,0,8,1,6,3,1,1,0,0,0,0,0,0,1565
Beckton,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,18,8,61,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,14,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,170,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1178
Beckton Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295
